Style,Clr,Style Descr,Clr Desc,Clr Abbr,Nrf Color,Sku,Sku Descr,Scale,Scale Abbr,Scale Pack Qty,Sku Ref1,Sku Ref2,Sku Ref3,Sku Ref4,Sku Ref5,Sku Season,Sku Active,Sold Out,Primary Color,Contrast Color,Accent Color,Other Color,Div,Grp,Body,Status,Season,Delivery,Master Style,Country,Duty Category,Duty Descr,Duty Type,Class,Vendor,Manf,Design Ref,Cloth Ref,Customer,Controller,Style Alias,Comm,Royalty Code,Royalty Code 2,Royalty Code 3,Invoice Descr,French Descr,Weight,Volume,Price,Pr High,Price C,Price D,Price E,Price F,Pr Low,Std Cost,Gp Value,Gp Pct,Markup Pct,Retail,Tax Category,Tax Category Descr,Type,Wash No,Ppk,Expires,Royalty Cost,Pack Qty,Wh,Freight Class,Nmfc Descr,Nmfc No,Nmfc Class,Product Type,Product Type Descr,Product Gender,Product Gender Descr,Style User1,Style User2,Style User3,Style User4,Style User5,Style Ref6,Style Ref7,Style Ref8,Style Ref9,Style Ref10,Style Ref11,Style Ref12,Style Ref13,Style Ref14,Style Ref15,Style Ref16,Style Ref17,Style Ref18,Style Ref19,Style Ref20,Sales Descr,Style Descr2,Project Id,Sales Comm Rate,Sales Comm For,Sales Price Comm1,Comm Rate1,Sales Price Comm2,Comm Rate2,Sales Price Comm3,Comm Rate3,Sales Price Comm4,Comm Rate4,Sales Price Comm5,Comm Rate5,Sales Price Comm6,Comm Rate6,Sales Price Comm7,Comm Rate7,Sales Price Comm8,Comm Rate8,Sales Price Comm9,Comm Rate9,Sales Price Comm10,Comm Rate10,Care Code
L10150232,003,AE  LUGGAGE,BLACK,BLK,001,L10150232   003,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10150232,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,18.95,8.38,30.7,44.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE : 32',,,,,,,,,,,,,,,,,,,,,,,,
L1015023L,003,AE  LUGGAGE,BLACK,BLK,001,L1015023L   003,AE  LUGGAGE,lu,20..32,3,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L1015023L,,,,,TRVL,,,,,,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,0,27.33,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,MASTER STYLE,,,,,,,,,,,,,,,,,,,,,,,,
L1015023L,BET,AE  LUGGAGE,BLACK,BLK,001,L1015023L   BET,AE  LUGGAGE,lg,20..32,3,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L1015023L,,,,,TRVL,,,,,,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,0,27.33,100,,0,,,,,P,,0,3,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,MASTER STYLE,,,,,,,,,,,,,,,,,,,,,,,,
L101502BP,003,BACKPACK,BLACK,BLK,001,L101502BP   003,BACKPACK,PC,PC,1,,,,,,H25,Y,N,,,,,LG,AE,,CUT,H25,,L101502BP,,,,,TRVL,ANHUI,,,,ROSSSTORES,ABBY,,2000,,,,BACKPACK,,2.76,0,14.5,0,0,0,0,0,0,10.35,4.15,28.6,40.1,120,,,,,S,,0,0,PE,,,,,,,,,N/A,LADIES,NYLON,N/A,BACKPACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L10150520,007,AE  LUGGAGE,NAVY,NVY,410,L10150520   007,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10150520,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,18.95,8.38,30.7,44.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE : 20',,,,,,,,,,,,,,,,,,,,,,,,
L10150528,007,AE  LUGGAGE,NAVY,NVY,410,L10150528   007,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10150528,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,18.95,8.38,30.7,44.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE : 28',,,,,,,,,,,,,,,,,,,,,,,,
L10150532,007,AE  LUGGAGE,NAVY,NVY,410,L10150532   007,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10150532,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,18.95,8.38,30.7,44.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE : 32',,,,,,,,,,,,,,,,,,,,,,,,
L1015053L,007,AE  LUGGAGE,NAVY,NVY,410,L1015053L   007,AE  LUGGAGE,lu,20..32,3,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L1015053L,,,,,TRVL,,,,,,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,0,27.33,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,MASTER STYLE,,,,,,,,,,,,,,,,,,,,,,,,
L1015053L,8V1,AE  LUGGAGE,NAVY,NVY,410,L1015053L   8V1,AE  LUGGAGE,lg,20..32,3,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L1015053L,,,,,TRVL,,,,,,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,0,27.33,100,,0,,,,,P,,0,3,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,MASTER STYLE,,,,,,,,,,,,,,,,,,,,,,,,
L10151520,033,AE  LUGGAGE,RED,RD,600,L10151520   033,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10151520,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,18.95,8.38,30.7,44.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE : 20',,,,,,,,,,,,,,,,,,,,,,,,
L10151528,033,AE  LUGGAGE,RED,RD,600,L10151528   033,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10151528,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,18.95,8.38,30.7,44.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE : 28',,,,,,,,,,,,,,,,,,,,,,,,
L10151532,033,AE  LUGGAGE,RED,RD,600,L10151532   033,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10151532,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,18.95,8.38,30.7,44.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE : 32',,,,,,,,,,,,,,,,,,,,,,,,
L1015153L,033,AE  LUGGAGE,RED,RD,600,L1015153L   033,AE  LUGGAGE,lu,20..32,3,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L1015153L,,,,,TRVL,,,,,,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,0,27.33,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,MASTER STYLE,,,,,,,,,,,,,,,,,,,,,,,,
L1015153L,DR5,AE  LUGGAGE,RED,RD,600,L1015153L   DR5,AE  LUGGAGE,lg,20..32,3,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L1015153L,,,,,TRVL,,,,,,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,0,27.33,100,,0,,,,,P,,0,3,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,MASTER STYLE,,,,,,,,,,,,,,,,,,,,,,,,
L10152912,524,AE  LUGGAGE,ROSE GOLD,ROSGO,228,L10152912   524,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10152912,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,12.7,14.63,53.5,115.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE : 12',,,,,,,,,,,,,,,,,,,,,,,,
L10152914,524,AE  LUGGAGE,ROSE GOLD,ROSGO,228,L10152914   524,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10152914,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,12.7,14.63,53.5,115.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE : 14',,,,,,,,,,,,,,,,,,,,,,,,
L10152920,524,AE  LUGGAGE,ROSE GOLD,ROSGO,228,L10152920   524,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10152920,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,12.7,14.63,53.5,115.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE : 20',,,,,,,,,,,,,,,,,,,,,,,,
L10152928,524,AE  LUGGAGE,ROSE GOLD,ROSGO,228,L10152928   524,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10152928,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,12.7,14.63,53.5,115.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE : 28',,,,,,,,,,,,,,,,,,,,,,,,
L10152932,524,AE  LUGGAGE,ROSE GOLD,ROSGO,228,L10152932   524,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10152932,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,12.7,14.63,53.5,115.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE : 32',,,,,,,,,,,,,,,,,,,,,,,,
L1015293L,524,AE  LUGGAGE,ROSE GOLD,ROSGO,228,L1015293L   524,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L1015293L,,,,,TRVL,,,,,,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,0,27.33,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,MASTER STYLE,,,,,,,,,,,,,,,,,,,,,,,,
L1015295L,228,AE  LUGGAGE,ROSEGOLD,ROSEG,228,L1015295L   228,AE  LUGGAGE,jz,12""..32"",5,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L1015293L,,,,,TRVL,,,,,,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,0,27.33,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,MASTER STYLE,,,,,,,,,,,,,,,,,,,,,,,,
L1015295L,524,AE  LUGGAGE,ROSEGOLD,ROSEG,228,L1015295L   524,AE  LUGGAGE,jz,12""..32"",5,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L1015293L,,,,,TRVL,,,,,,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,0,27.33,100,,0,,,,,P,,0,5,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,MASTER STYLE,,,,,,,,,,,,,,,,,,,,,,,,
L101571BP,TAU,BACKPACK,TAUPE,TAU,060,L101571BP   TAU,BACKPACK,PC,PC,1,,,,,,H25,Y,N,,,,,LG,AE,,CUT,H25,,L101571BP,,,,,TRVL,ANHUI,,,,ROSSSTORES,ABBY,,2000,,,,BACKPACK,,2.76,0,14.5,0,0,0,0,0,0,10.35,4.15,28.6,40.1,120,,,,,S,,0,0,PE,,,,,,,,,N/A,LADIES,NYLON,N/A,BACKPACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L101577BP,MAU,BACKPACK,MAUVE,MAU,660,L101577BP   MAU,BACKPACK,PC,PC,1,,,,,,H25,Y,N,,,,,LG,AE,,CUT,H25,,L101577BP,,,,,TRVL,ANHUI,,,,ROSSSTORES,ABBY,,2000,,,,BACKPACK,,2.76,0,14.5,0,0,0,0,0,0,10.35,4.15,28.6,40.1,120,,,,,S,,0,0,PE,,,,,,,,,N/A,LADIES,NYLON,N/A,BACKPACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L101578BP,L82,BACKPACK,LIGHT GREY,LTGR,053,L101578BP   L82,BACKPACK,PC,PC,1,,,,,,H25,Y,N,,,,,LG,AE,,CUT,H25,,L101578BP,,,,,TRVL,ANHUI,,,,ROSSSTORES,ABBY,,2000,,,,BACKPACK,,2.76,0,14.5,0,0,0,0,0,0,10.35,4.15,28.6,40.1,0,,,,,S,,0,0,PE,,,,,,,,,N/A,LADIES,NYLON,N/A,BACKPACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L10160220,003,AE  LUGGAGE,BLACK,BLK,001,L10160220   003,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10160220,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,18.95,8.38,30.7,44.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE : 20',,,,,,,,,,,,,,,,,,,,,,,,
L10160228,003,AE  LUGGAGE,BLACK,BLK,001,L10160228   003,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10160228,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,18.95,8.38,30.7,44.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE : 28',,,,,,,,,,,,,,,,,,,,,,,,
L10160232,003,AE  LUGGAGE,BLACK,BLK,001,L10160232   003,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10160232,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,18.95,8.38,30.7,44.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE : 32',,,,,,,,,,,,,,,,,,,,,,,,
L1016023L,003,AE  LUGGAGE,BLACK,BLK,001,L1016023L   003,AE  LUGGAGE,lu,20..32,3,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L1016023L,,,,,TRVL,,,,,,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,0,27.33,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,MASTER STYLE,,,,,,,,,,,,,,,,,,,,,,,,
L1016023L,BET,AE  LUGGAGE,BLACK,BLK,001,L1016023L   BET,AE  LUGGAGE,lg,20..32,3,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L1016023L,,,,,TRVL,,,,,,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,0,27.33,100,,0,,,,,P,,0,3,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,MASTER STYLE,,,,,,,,,,,,,,,,,,,,,,,,
L10162820,004,AE LUGGAGE SIZE 20,SILVER,SIL,044,L10162820   004,AE LUGGAGE SIZE 20,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10162820,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,20.3333,6.9967,25.6,34.4,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L10162824,004,AE LUGGAGE SIZE 24',SILVER,SIL,044,L10162824   004,AE LUGGAGE SIZE 24',PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10162824,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,20.3333,6.9967,25.6,34.4,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L10162828,004,AE LUGGAGE SIZE 28',SILVER,SIL,044,L10162828   004,AE LUGGAGE SIZE 28',PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10162828,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE 3PC LUGGAGE SET,,0,0,27.33,0,0,0,0,0,0,20.3333,6.9967,25.6,34.4,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L10162832,004,AE  LUGGAGE,SILVER,SIL,044,L10162832   004,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10162832,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,20.3333,6.9967,25.6,34.4,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE : 32',,,,,,,,,,,,,,,,,,,,,,,,
L1016283L,004,AE  LUGGAGE,SILVER,SIL,044,L1016283L   004,AE  LUGGAGE,lu,20..32,3,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L1016283L,,,,,TRVL,RUIAN,,,,STOCK,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,20.3333,6.9967,25.6,34.4,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,MASTER STYLE,,,,,,,,,,,,,,,,,,,,,,,,
L1016283L,070,AE  LUGGAGE,SILVER,SIL,044,L1016283L   070,AE  LUGGAGE,lg,20..32,3,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L1016283L,,,,,TRVL,RUIAN,,,,STOCK,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,20.3333,6.9967,25.6,34.4,0,,,,,P,,0,3,PO,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,MASTER STYLE,,,,,,,,,,,,,,,,,,,,,,,,
L1016283R,004,AX 3 PC LUGGAGE SET,SILVER,SIL,044,L1016283R   004,AX 3 PC LUGGAGE SET,lh,20..28,3,,,,,,S26,Y,N,,,,,LG,AE,,LINE,S26,,L1016283R,,,,,TRVL,,,,,BURLINGTON,ABBY,,2000,,,,AX 3 PC LUGGAGE SET,,0,0,65,0,0,0,0,0,0,0,65,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,PVC,AE,TRAVEL SET,,,,,,,,,,,,,,,,,SIZE: 20:24:28,,,,,,,,,,,,,,,,,,,,,,,,
L1016283R,070,AX 3 PC LUGGAGE SET,SILVER,SIL,044,L1016283R   070,AX 3 PC LUGGAGE SET,lc,20..28,3,,,,,,S26,Y,N,,,,,LG,AE,,LINE,S26,,L1016283R,,,,,TRVL,,,,,BURLINGTON,ABBY,,2000,,,,AX 3 PC LUGGAGE SET,,0,0,65,0,0,0,0,0,0,0,65,100,,0,,,,,P,,0,3,PO,,,,,,,,,N/A,N/A,PVC,AE,TRAVEL SET,,,,,,,,,,,,,,,,,SIZE: 20:24:28,,,,,,,,,,,,,,,,,,,,,,,,
L10170812,080,AE  LUGGAGE,PURPLE,PURPL,500,L10170812   080,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10170812,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,12.7,14.63,53.5,115.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 12',,,,,,,,,,,,,,,,,,,,,,,,
L10170814,080,AE  LUGGAGE,PURPLE,PURPL,500,L10170814   080,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10170814,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,12.7,14.63,53.5,115.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 14',,,,,,,,,,,,,,,,,,,,,,,,
L10170820,080,AE  LUGGAGE,PURPLE,PURPL,500,L10170820   080,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10170820,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,12.7,14.63,53.5,115.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 20,,,,,,,,,,,,,,,,,,,,,,,,
L10170828,080,AE  LUGGAGE,PURPLE,PURPL,500,L10170828   080,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10170828,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,12.7,14.63,53.5,115.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 28',,,,,,,,,,,,,,,,,,,,,,,,
L10170832,080,AE  LUGGAGE,PURPLE,PURPL,500,L10170832   080,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10170832,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,12.7,14.63,53.5,115.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 32',,,,,,,,,,,,,,,,,,,,,,,,
L1017083L,080,AE  LUGGAGE,PURPLE,PURPL,500,L1017083L   080,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L1017083L,,,,,TRVL,,,,,,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,0,27.33,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,MASTER STYLE,,,,,,,,,,,,,,,,,,,,,,,,
L1017085L,080,AE  LUGGAGE,PURPLE,PURPL,500,L1017085L   080,AE  LUGGAGE,jz,12""..32"",5,,,,,,H25,Y,N,,,,,LG,AE,,CUT,H25,,L101708,,,,,TRVL,,,,,,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,0,27.33,100,,0,,,,,P,,0,5,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,MASTER STYLE:  L10170820,28,32,12,14,,,,,,,,,,,,,,,,,,,,,,,,
L1017085L,241,AE  LUGGAGE,PURPLE,PURPL,500,L1017085L   241,AE  LUGGAGE,jz,12""..32"",5,,,,,,H25,Y,N,,,,,LG,AE,,CUT,H25,,L101708,,,,,TRVL,,,,,,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,0,27.33,100,,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,MASTER STYLE:  L10170820,28,32,12,14,,,,,,,,,,,,,,,,,,,,,,,,
L10171312,152,AE  LUGGAGE,HOT PINK,HTPK,678,L10171312   152,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10171312,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,12.7,14.63,53.5,115.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 12',,,,,,,,,,,,,,,,,,,,,,,,
L10171314,152,AE  LUGGAGE,HOT PINK,HTPK,678,L10171314   152,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10171314,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,12.7,14.63,53.5,115.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 14',,,,,,,,,,,,,,,,,,,,,,,,
L10171320,152,AE  LUGGAGE,HOT PINK,HTPK,678,L10171320   152,AE  LUGGAGE,PC,PC,1,,,,,,C25,Y,N,,,,,LG,AE,,CUT,C25,,L10171320,,,,,TRVL,RUIAN,,,,GABRIELBRO,JILL,,1400,,,,AE  LUGGAGE,,0,0,27.33,0,0,0,0,0,0,12.7,14.63,53.5,115.2,0,,,,,S,,0,0,PE,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,SIZE 20',,,,,,,,,,,,,,,,,,,,,,,,
