Style,Clr,Style Descr,Clr Desc,Clr Abbr,Nrf Color,Sku,Sku Descr,Scale,Scale Abbr,Scale Pack Qty,Sku Ref1,Sku Ref2,Sku Ref3,Sku Ref4,Sku Ref5,Sku Season,Sku Active,Sold Out,Primary Color,Contrast Color,Accent Color,Other Color,Div,Grp,Body,Status,Season,Delivery,Master Style,Country,Duty Category,Duty Descr,Duty Type,Class,Vendor,Manf,Design Ref,Cloth Ref,Customer,Controller,Style Alias,Comm,Royalty Code,Royalty Code 2,Royalty Code 3,Invoice Descr,French Descr,Weight,Volume,Price,Pr High,Price C,Price D,Price E,Price F,Pr Low,Std Cost,Gp Value,Gp Pct,Markup Pct,Retail,Tax Category,Tax Category Descr,Type,Wash No,Ppk,Expires,Royalty Cost,Pack Qty,Wh,Freight Class,Nmfc Descr,Nmfc No,Nmfc Class,Product Type,Product Type Descr,Product Gender,Product Gender Descr,Style User1,Style User2,Style User3,Style User4,Style User5,Style Ref6,Style Ref7,Style Ref8,Style Ref9,Style Ref10,Style Ref11,Style Ref12,Style Ref13,Style Ref14,Style Ref15,Style Ref16,Style Ref17,Style Ref18,Style Ref19,Style Ref20,Sales Descr,Style Descr2,Project Id,Sales Comm Rate,Sales Comm For,Sales Price Comm1,Comm Rate1,Sales Price Comm2,Comm Rate2,Sales Price Comm3,Comm Rate3,Sales Price Comm4,Comm Rate4,Sales Price Comm5,Comm Rate5,Sales Price Comm6,Comm Rate6,Sales Price Comm7,Comm Rate7,Sales Price Comm8,Comm Rate8,Sales Price Comm9,Comm Rate9,Sales Price Comm10,Comm Rate10,Care Code
L3012103L,O27,XO 3PC ROYALTY LUGGAGE SET,BURGUNDY/GOLD,BRGGD,640,L3012103L   O27,XO 3PC ROYALTY LUGGAGE SET,lu,20..32,3,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L3012103L,,,,,TRVL,HOPE-U,,,,BURLINGTON,ABBY,,2000,,,,XO 3PC ROYALTY LUGGA,,0,0,31,0,0,0,0,0,0,22.3333,8.6667,28,38.8,0,,,,,P,,0,3,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,SIZE : 20,28,32',,,,,,,,,,,,,,,,,,,,,,,,
L30130220,003,XOXO FLEUR DE FLIGHT 20',BLACK,BLK,001,L30130220   003,XOXO FLEUR DE FLIGHT 20',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30130220,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30130228,003,XOXO FLEUR DE FLIGHT 28',BLACK,BLK,001,L30130228   003,XOXO FLEUR DE FLIGHT 28',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30130228,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30130232,003,XOXO FLEUR DE FLIGHT 32',BLACK,BLK,001,L30130232   003,XOXO FLEUR DE FLIGHT 32',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30130232,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30140320,001,XOXO FLEUR DE FLIGHT 20',WHITE,WHT,100,L30140320   001,XOXO FLEUR DE FLIGHT 20',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30140320,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30140328,001,XOXO FLEUR DE FLIGHT 28',WHITE,WHT,100,L30140328   001,XOXO FLEUR DE FLIGHT 28',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30140328,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30140332,001,XOXO FLEUR DE FLIGHT 32',WHITE,WHT,100,L30140332   001,XOXO FLEUR DE FLIGHT 32',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30140332,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30146520,TRF,XOXO FLEUR DE FLIGHT 20',TRUFFEL,TRU,,L30146520   TRF,XOXO FLEUR DE FLIGHT 20',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30146520,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30146528,TRF,XOXO FLEUR DE FLIGHT 28',TRUFFEL,TRU,,L30146528   TRF,XOXO FLEUR DE FLIGHT 28',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30146528,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30146532,TRF,XOXO FLEUR DE FLIGHT 32',TRUFFEL,TRU,,L30146532   TRF,XOXO FLEUR DE FLIGHT 32',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30146532,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30156320,AGY,XOXO FLEUR DE FLIGHT 20"",ASH,AGY,,L30156320   AGY,XOXO FLEUR DE FLIGHT 20"",PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L30156320,,,,,TRVL,HOPE-U,,,,BURLINGTON,ABBY,,2000,,,,XOXO SIGNATURE PRT E,,28.39,0,28.5,0,0,0,0,0,0,21.6666,6.8334,24,31.5,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30156328,AGY,XOXO FLEUR DE FLIGHT 28"",ASH,AGY,,L30156328   AGY,XOXO FLEUR DE FLIGHT 28"",PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L30156328,,,,,TRVL,HOPE-U,,,,BURLINGTON,ABBY,,2000,,,,XOXO FLEUR DE FLIGHT,,28.39,0,28.5,0,0,0,0,0,0,21.6666,6.8334,24,31.5,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30156332,AGY,XOXO FLEUR DE FLIGHT 32"",ASH,AGY,,L30156332   AGY,XOXO FLEUR DE FLIGHT 32"",PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L30156332,,,,,TRVL,HOPE-U,,,,BURLINGTON,ABBY,,2000,,,,XOXO FLEUR DE FLIGHT,,28.39,0,28.5,0,0,0,0,0,0,21.6666,6.8334,24,31.5,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3015633L,AGY,XO FLEUR DE FLIGHT 3PC LUGGAGE SET,ASH,AGY,,L3015633L   AGY,XO FLEUR DE FLIGHT 3PC LUGGAGE SET,lg,20..32,3,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L3015633L,,,,,TRVL,HOPE-U,,,,BURLINGTON,ABBY,,2000,,,,XOXO SIGNATURE PRT E,,0,0,31,0,0,0,0,0,0,21.6666,9.3334,30.1,43.1,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,SIZE: 20:28:32,,,,,,,,,,,,,,,,,,,,,,,,
L3015633L,AS1,XO FLEUR DE FLIGHT 3PC LUGGAGE SET,ASH,AGY,,L3015633L   AS1,XO FLEUR DE FLIGHT 3PC LUGGAGE SET,lu,20..32,3,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L3015633L,,,,,TRVL,HOPE-U,,,,BURLINGTON,ABBY,,2000,,,,XOXO SIGNATURE PRT E,,0,0,31,0,0,0,0,0,0,21.6666,9.3334,30.1,43.1,0,,,,,P,,0,3,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,SIZE: 20:28:32,,,,,,,,,,,,,,,,,,,,,,,,
L30167020,285,XOXO FLEUR DE FLIGHT 20',CHOCOLATE,CHOCO,242,L30167020   285,XOXO FLEUR DE FLIGHT 20',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L30167020,,,,,TRVL,HOPE-U,,,,BURLINGTON,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,21.6666,6.8334,24,31.5,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30167028,285,XOXO FLEUR DE FLIGHT 28',CHOCOLATE,CHOCO,242,L30167028   285,XOXO FLEUR DE FLIGHT 28',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L30167028,,,,,TRVL,HOPE-U,,,,BURLINGTON,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,21.6666,6.8334,24,31.5,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30167032,285,XOXO FLEUR DE FLIGHT 32',CHOCOLATE,CHOCO,242,L30167032   285,XOXO FLEUR DE FLIGHT 32',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L30167032,,,,,TRVL,HOPE-U,,,,BURLINGTON,JILL,,2000,,,,XOXO FLEUR DE FLIGHT,,0,0,28.5,0,0,0,0,0,0,21.6666,6.8334,24,31.5,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3016703L,285,XO FLEUR DE FLIGHT 3PC LUGGAGE SET,CHOCOLATE,CHOCO,242,L3016703L   285,XO FLEUR DE FLIGHT 3PC LUGGAGE SET,lg,20..32,3,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L3016703L,,,,,TRVL,HOPE-U,,,,BURLINGTON,JILL,,2000,,,,XO FLEUR DE FLIGHT L,,0,0,93,0,0,0,0,0,0,65,28,30.1,43.1,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,SIZE :20',28',32',,,,,,,,,,,,,,,,,,,,,,,,
L3016703L,CCA,XO FLEUR DE FLIGHT 3PC LUGGAGE SET,CHOCOLATE,CHOCO,242,L3016703L   CCA,XO FLEUR DE FLIGHT 3PC LUGGAGE SET,lu,20..32,3,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L3016703L,,,,,TRVL,HOPE-U,,,,BURLINGTON,JILL,,2000,,,,XO FLEUR DE FLIGHT L,,0,0,93,0,0,0,0,0,0,65,28,30.1,43.1,0,,,,,P,,0,3,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,SIZE :20',28',32',,,,,,,,,,,,,,,,,,,,,,,,
L30170220,003,XOXO ECLIPSE 20',BLACK,BLK,001,L30170220   003,XOXO ECLIPSE 20',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30170220,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30170228,003,XOXO ECLIPSE 28',BLACK,BLK,001,L30170228   003,XOXO ECLIPSE 28',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30170228,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30170232,003,XOXO ECLIPSE 32',BLACK,BLK,001,L30170232   003,XOXO ECLIPSE 32',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30170232,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30186120,PMR,XOXO ECLIPSE LUGGAGE 20"",PRIMROSE,PMR,,L30186120   PMR,XOXO ECLIPSE LUGGAGE 20"",PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L30186120,,,,,TRVL,HOPE-U,,,,BURLINGTON,ABBY,,2000,,,,XOXO SIGNATURE PRT E,,28.39,0,28.5,0,0,0,0,0,0,21.6666,6.8334,24,31.5,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30186128,PMR,XOXO ECLIPSE LUGGAGE 28"",PRIMROSE,PMR,,L30186128   PMR,XOXO ECLIPSE LUGGAGE 28"",PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L30186128,,,,,TRVL,HOPE-U,,,,BURLINGTON,ABBY,,2000,,,,XOXO SIGNATURE PRT E,,28.39,0,28.5,0,0,0,0,0,0,21.6666,6.8334,24,31.5,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30186132,PMR,XOXO ECLIPSE LUGGAGE 32"",PRIMROSE,PMR,,L30186132   PMR,XOXO ECLIPSE LUGGAGE 32"",PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L30186132,,,,,TRVL,HOPE-U,,,,BURLINGTON,ABBY,,2000,,,,XOXO SIGNATURE PRT E,,28.39,0,28.5,0,0,0,0,0,0,21.6666,6.8334,24,31.5,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3018613L,PMR,XOXO ECLIPSE 3PC LUGGAGE  SET,PRIMROSE,PMR,,L3018613L   PMR,XOXO ECLIPSE 3PC LUGGAGE  SET,lg,20..32,3,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L3018613L,,,,,TRVL,HOPE-U,,,,BURLINGTON,ABBY,,2000,,,,XOXO ECLIPSE 3PC LUG,,0,0,31,0,0,0,0,0,0,21.6666,9.3334,30.1,43.1,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,SIZE : 20,28,32',,,,,,,,,,,,,,,,,,,,,,,,
L3018613L,PRR,XOXO ECLIPSE 3PC LUGGAGE  SET,PRIMROSE,PMR,,L3018613L   PRR,XOXO ECLIPSE 3PC LUGGAGE  SET,lu,20..32,3,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L3018613L,,,,,TRVL,HOPE-U,,,,BURLINGTON,ABBY,,2000,,,,XOXO ECLIPSE 3PC LUG,,0,0,31,0,0,0,0,0,0,21.6666,9.3334,30.1,43.1,0,,,,,P,,0,3,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,SIZE : 20,28,32',,,,,,,,,,,,,,,,,,,,,,,,
L30196820,CHC,XOXO ECLIPSE 20',CHARCOAL,CHC,017,L30196820   CHC,XOXO ECLIPSE 20',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30196820,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30196828,CHC,XOXO ECLIPSE 28',CHARCOAL,CHC,017,L30196828   CHC,XOXO ECLIPSE 28',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30196828,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30196832,CHC,XOXO ECLIPSE 32',CHARCOAL,CHC,017,L30196832   CHC,XOXO ECLIPSE 32',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30196832,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30207120,TAU,XOXO ECLIPSE LUGGAGE 20',TAUPE,TAU,060,L30207120   TAU,XOXO ECLIPSE LUGGAGE 20',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L30207120,,,,,TRVL,HOPE-U,,,,BURLINGTON,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,21.6666,6.8334,24,31.5,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30207128,TAU,XOXO ECLIPSE LUGGAGE 28',TAUPE,TAU,060,L30207128   TAU,XOXO ECLIPSE LUGGAGE 28',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L30207128,,,,,TRVL,HOPE-U,,,,BURLINGTON,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,21.6666,6.8334,24,31.5,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30207132,TAU,XOXO ECLIPSE LUGGAGE 32',TAUPE,TAU,060,L30207132   TAU,XOXO ECLIPSE LUGGAGE 32',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L30207132,,,,,TRVL,HOPE-U,,,,BURLINGTON,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,21.6666,6.8334,24,31.5,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3020713L,TA2,XO ECLIPSE 3PC LUGAGGE SET,TAUPE,TAU,060,L3020713L   TA2,XO ECLIPSE 3PC LUGAGGE SET,lu,20..32,3,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L3020713L,,,,,TRVL,HOPE-U,,,,BURLINGTON,JILL,,2000,,,,XOXO ECLIPSE LUGAGGE,,0,0,93,0,0,0,0,0,0,65,28,30.1,43.1,0,,,,,P,,0,3,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,SIZE : 20',28',32',,,,,,,,,,,,,,,,,,,,,,,,
L3020713L,TAU,XO ECLIPSE 3PC LUGAGGE SET,TAUPE,TAU,060,L3020713L   TAU,XO ECLIPSE 3PC LUGAGGE SET,lg,20..32,3,,,,,,S26,Y,N,,,,,LG,XO,,CUT,S26,,L3020713L,,,,,TRVL,HOPE-U,,,,BURLINGTON,JILL,,2000,,,,XOXO ECLIPSE LUGAGGE,,0,0,93,0,0,0,0,0,0,65,28,30.1,43.1,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,SIZE : 20',28',32',,,,,,,,,,,,,,,,,,,,,,,,
L30291620,BRO,XOXO HERITAGE 20',BROWN/LT BROWN,LTB,,L30291620   BRO,XOXO HERITAGE 20',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30291620,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30291628,BRO,XOXO HERITAGE 28',BROWN/LT BROWN,LTB,,L30291628   BRO,XOXO HERITAGE 28',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30291628,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30291632,BRO,XOXO HERITAGE 32',BROWN/LT BROWN,LTB,,L30291632   BRO,XOXO HERITAGE 32',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30291632,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30300420,271,XOXO HERITAGE 20',BLACK/GREY,BLKGY,993,L30300420   271,XOXO HERITAGE 20',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30300420,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30300428,271,XOXO HERITAGE 28',BLACK/GREY,BLKGY,993,L30300428   271,XOXO HERITAGE 28',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30300428,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30300432,271,XOXO HERITAGE 32',BLACK/GREY,BLKGY,993,L30300432   271,XOXO HERITAGE 32',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30300432,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30311220,BBK,XOXO HERITAGE 20',BLUSH/BLACK,BLUBK,028,L30311220   BBK,XOXO HERITAGE 20',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30311220,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30311228,BBK,XOXO HERITAGE 28',BLUSH/BLACK,BLUBK,028,L30311228   BBK,XOXO HERITAGE 28',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30311228,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L30311232,BBK,XOXO HERITAGE 32',BLUSH/BLACK,BLUBK,028,L30311232   BBK,XOXO HERITAGE 32',PC,PC,1,,,,,,S26,Y,N,,,,,LG,XO,,LINE,S26,,L30311232,,,,,TRVL,,,,,STOCK,JILL,,2000,,,,XOXO SIGNATURE PRT E,,0,0,28.5,0,0,0,0,0,0,0,28.5,100,,0,,,,,S,,0,0,PO,,,,,,,,,N/A,N/A,POLYESTER,N/A,TRAVEL SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
